start_time,seller_email,book_ISBN,is_auction,is_buy_it_now,condition,description,start_price,buy_it_now_price,title,current_bid
1446398146,Marquitta.Knowles@duke.edu,130411507,1,1,Likenew,,110.43,130.43," Strategic Brand Management:  Building, Measuring, and Managing Brand Equity",114.65
1446436715,Micah.Maust@duke.edu,013041977X,1,1,Likenew,,37.62,57.62, Strategic Marketing for Nonprofit Organizations,41.63
1446562658,Tabitha.Comstock@duke.edu,130460192,1,1,Likenew,,43.22,63.22, Network Security:  Private Communication in a Public World,47.21
1446482617,Jeremiah.Sant@duke.edu,130461067,1,1,Likenew,,37.41,57.41, Decision Support Systems and Intelligent Systems,40.55
1446210690,Laurinda.Louden@duke.edu,130466417,1,1,Likenew,,20.64,40.64, Statistics for Business and Economics,24.38
1446537872,Eulah.Diggins@duke.edu,130471100,1,1,Likenew,,133.46,153.46," Object-Oriented Software Engineering:  Using Uml, Patterns and Java",138.01
1446260767,Beatriz.Gilkes@duke.edu,130473944,1,1,Likenew,,112.71,132.71, Elements of Chemical Reaction Engineering,114.38
1446421824,Margy.Thiele@duke.edu,130489875,1,1,Likenew,,127.39,147.39, Mechanical Vibrations,128.41
1446272817,Vivienne.Ali@duke.edu,130606200,1,1,Likenew,,55.99,75.99, Physics:  Principles and Applications,59.02
1446331084,Madelene.Winans@duke.edu,130608998,1,1,Likenew,,76.54,96.54, Fluid Power With Applications,77.09
1446530788,Salome.Remus@duke.edu,130609072,1,1,Likenew,,147.12,167.12, Modern Control Engineering,149.56
1446287869,Takisha.Okamoto@duke.edu,130618853,1,1,Likenew,,124.42,144.42, Machine Elements in Mechanical Design,129.29
1446368093,Delorse.Hindle@duke.edu,130652458,1,1,Likenew,,94.61,114.61, Differential Equations and Boundary Valve Problems:  Computing and Modeling,97.77
1446445502,Parker.Mccabe@duke.edu,130661899,1,1,Likenew,,98.8,118.8, Econometric Analysis,100.59
1446385278,Mozell.Bronk@duke.edu,013066491X,1,1,Likenew,,101.72,121.72, Behavior in Organizations:  Understanding and Managing the Human Side of Work,106.45
1446271258,Alease.Pekar@duke.edu,013081542X,1,1,Likenew,,110.37,130.37, Biostatistical Analysis,114.06
1446462883,Marhta.Robards@duke.edu,130819085,1,1,Likenew,,109.01,129.01, Bioprocess Engineering:  Basic Concepts,113.05
1446288172,Isabell.Heap@duke.edu,130868175,1,1,Likenew,,131.31,151.31, Along These Lines:  Writing Paragraphs and Essays,135.54
1446373957,Lakita.Martel@duke.edu,130882399,1,1,Likenew,,57.52,77.52, Applied Hydrogeology,59.24
1446410967,Dung.Mcconville@duke.edu,130889784,1,1,Likenew,,25.91,45.91," Automation, Production Systems, and Computer-Integrated Manufacturing",30.48
1446434423,Blossom.Dewall@duke.edu,130909963,1,1,Likenew,,118.16,138.16, Digital Integrated Circuits:  A Design Perspective,122.54
1446553274,Hayden.Gines@duke.edu,130925535,1,1,Likenew,,94.55,114.55, Applied Multivariate Statistical Analysis,95.37
1446574010,Teisha.Greaney@duke.edu,130930857,1,1,Likenew,,36.61,56.61," Basic Environmental Technology:  Water Supply, Waste Management, and Pollution Control",40.11
1446475806,Marsha.Satterlee@duke.edu,131013653,1,1,Likenew,,117.38,137.38, College Algebra,118.49
1446534132,Margarett.Wasmund@duke.edu,013101367X,1,1,Likenew,,80.03,100.03, Transport Processes and Separation Process Principles (Includes Unit Operations),84.81
1446490565,Sid.Bitner@duke.edu,131073893,1,1,Likenew,,111.73,131.73, Statistics for Managers Using Microsoft Excel,114.99
1446364244,Maragaret.Pardee@duke.edu,131095978,1,1,Likenew,,64.47,84.47, International Management:  Managing Across Borders And Cultures,68.7
1446319646,Caroll.Bankston@duke.edu,131096869,1,1,Likenew,,33.17,53.17, Chemistry:  The Central Science,36.75
1446399016,Janean.Caverly@duke.edu,131108956,1,1,Likenew,,43.38,63.38, Practical Research:  Planning and Design,43.75
1446278006,Vanessa.Meininger@duke.edu,131112023,1,1,Likenew,,119.44,139.44, Finite Element Analysis:  Theory and Application With Ansys,122.82
1446562974,Gwyneth.Doles@duke.edu,131118927,1,1,Likenew,,49.73,69.73, Introduction to Quantum Mechanics,50.16
1446462968,Marion.Simek@duke.edu,131131273,1,1,Likenew,,57.29,77.29, Quality Control,58.51
1446411476,Felicia.Miley@duke.edu,131137646,1,1,Likenew,,118.63,138.63," Occupational Safety and Health for Technologists, Engineers, and Managers",121.79
1446295485,Doug.Atwater@duke.edu,131146246,1,1,Likenew,,106.29,126.29, Invitation to Psychology,108.44
1446393915,Maida.Laursen@duke.edu,131148656,1,1,Likenew,,60.84,80.84, Earth: An Introduction to Physical Geology,63.82
1446385523,Nadine.Holtzen@duke.edu,131150863,1,1,Likenew,,125.64,145.64, Science Explorer:  From Bacteria To Plants,129.54
1446428622,Vennie.Barnwell@duke.edu,131176862,1,1,Likenew,,40.91,60.91, Discrete Mathematics,45.67
1446259851,Ramonita.Lyke@duke.edu,131181114,1,1,Likenew,,37.12,57.12, Abnormal Psychology:  The Problem of Maladaptive Behavior,40.31
1446319761,Rhea.Beech@duke.edu,131190768,1,1,Likenew,,121.72,141.72, Literacy For The 21st Century:  Balanced Approach,126.53
1446306681,Leana.Gassett@duke.edu,131190873,1,1,Likenew,,116.33,136.33, Educational Psychology:  Developing Learners,118.14
1446412680,Xavier.Stiner@duke.edu,131216333,1,1,Likenew,,77.56,97.56, Mechatronics:  Electronic Control Systems in Mechanical and Electrical Engineering,80.77
1446209415,Ruben.Liedtke@duke.edu,131402080,1,1,Likenew,,147.21,167.21, Chemistry,148.63
1446549327,Aida.Silverberg@duke.edu,131404121,1,1,Likenew,,101.14,121.14, Kleppner's Advertising Procedure,105.32
1446352847,Rachal.Doty@duke.edu,131409417,1,1,Likenew,,24.14,44.14, Biological Science,24.85
1446403589,Cristie.Bello@duke.edu,131409700,1,1,Likenew,,136.19,156.19, Water Supply and Pollution Control,140.74
1446498588,Ozell.Gillison@duke.edu,131424629,1,1,Likenew,,109.26,129.26, System Dynamics,110.64
1446444102,Velia.Ketron@duke.edu,131424718,1,1,Likenew,,41.54,61.54, Traffic Engineering,42.18
1446301178,Gerard.Claeys@duke.edu,131427067,1,1,Likenew,,100.29,120.29, John E. Freund's Mathematical Statistics: With Applications,103.47
1446382625,Leisha.Tullis@duke.edu,131430211,1,1,Likenew,,57.54,77.54, Financial Reporting And Analysis.,59.8
1446430304,Jodee.Pichette@duke.edu,131432613,1,1,Likenew,,124.51,144.51," Calculus for Business, Economics, Life Sciences, and Social Sciences",129.39
1446288162,Tu.Pastor@duke.edu,131432753,1,1,Likenew,,97.45,117.45, International Business_The Challenges of Globalization,101.9
1446336313,Amada.Persaud@duke.edu,131433512,1,1,Likenew,,115.78,135.78, Computer Networks and Internets_With Internet Applications,118.38
1446514737,Emil.Jeffries@duke.edu,131433725,1,1,Likenew,,143.42,163.42, Using Mis,145.36
1446328532,Marylyn.Petrovich@duke.edu,131435825,1,1,Likenew,,40.9,60.9, Macroeconomics_Theories And Policies,44.09
1446361815,Valentine.Mckern@duke.edu,131437453,1,1,Likenew,,79.68,99.68, Miller & Freund's Probability and Statistics for Engineers,84.41
1446376555,Martina.Moodie@duke.edu,131439944,1,1,Likenew,,88.66,108.66, Management,89.16
1446306023,Jerry.Latz@duke.edu,131440977,1,1,Likenew,,71.22,91.22, Human Resource Management,75.3
1446409800,Landon.Getman@duke.edu,131442007,1,1,Likenew,,101,121, Environmental Science_ Toward a Sustainable Future,102.72
1446364823,Lezlie.Larocque@duke.edu,131442341,1,1,Likenew,,28.11,48.11, Principles of Macroeconomics,29.01
1446343085,Vennie.Rutland@duke.edu,131443291,1,1,Likenew,,42.13,62.13, Biology Of Microorganisms,44.98
1446289993,Winston.Abbott@duke.edu,131444476,1,1,Likenew,,133.76,153.76, Prealgebra,137.8
1446339555,Dannielle.Eacret@duke.edu,131445650,1,1,Likenew,,43.58,63.58, Environmental Law,48.32
1446360266,Barbra.Stiles@duke.edu,131445715,1,1,Likenew,,134.11,154.11, Essentials of Organizational Behavior,136.02
1446395328,Cira.Harpe@duke.edu,131446797,1,1,Likenew,,80.99,100.99, Discrete-Event System Simulation,84.95
1446486357,Sheree.La@duke.edu,131447165,1,1,Likenew,,127.4,147.4, Human Resource Management,128.62
1446493080,Elton.Polo@duke.edu,131449680,1,1,Likenew,,142.04,162.04," Marketing_ Real People, Real Choices",144.23
1446515550,Harriette.Swafford@duke.edu,131450654,1,1,Likenew,,27.44,47.44, Financial Management_ Principles and Applications,31.44
1446384005,Jermaine.Penhollow@duke.edu,131450913,1,1,Likenew,,78.91,98.91, Internet & World Wide Web_ How to Program,79.81
1446406348,Florida.Pintor@duke.edu,131453068,1,1,Likenew,,134.6,154.6, Principles of Biochemistry,137.11
1446493396,Cara.Baham@duke.edu,131453343,1,1,Likenew,,42.24,62.24, Linear Algebra With Applications,47.07
1446332678,Nettie.Arata@duke.edu,013145353X,1,1,Likenew,,133.04,153.04, Strategic Management,134.97
1446179319,Serita.Robnett@duke.edu,131454242,1,1,Likenew,,116.78,136.78, Understanding and Managing Organizational Behavior,118.47
1446408025,Guillermina.Guthridge@duke.edu,131454439,1,1,Likenew,,55.08,75.08, Managing Information Technology,55.43
1446385836,Cleveland.Holiday@duke.edu,131454617,1,1,Likenew,,21.92,41.92, Modern Systems Analysis and Design,26.67
1446437243,Walker.Ekberg@duke.edu,131454870,1,1,Likenew,,98.68,118.68, Information Systems Today,100.89
1446407330,Shonda.Bohannon@duke.edu,131457330,1,1,Likenew,,51.09,71.09, Modern Control Systems,54.58
1446368478,Azalee.Coaxum@duke.edu,131457578,1,1,Likenew,,149.26,169.26, Marketing Management,151.58
1446577711,Dalton.Ruoff@duke.edu,131463241,1,1,Likenew,,114.88,134.88, Engineering Mechanics_Dynamics,119.43
1446331773,Palmira.Kircher@duke.edu,131464132,1,1,Likenew,,75.44,95.44, Probability And Statistical Inference,77.03
1446417008,Jack.Valencia@duke.edu,131465600,1,1,Likenew,,98.03,118.03, Advertising Principles And Practice,99.85
1446365438,Jodie.Pedroza@duke.edu,131465929,1,1,Likenew,,35.32,55.32, Electric Circuits,39.95
1446350450,Mae.Kerby@duke.edu,131469185,1,1,Likenew,,64.51,84.51, Principles of Marketing,68.8
1446366363,Ilse.Jacinto@duke.edu,131469193,1,1,Likenew,,83.79,103.79, Global Marketing,85.21
1446284166,Marisela.Oxford@duke.edu,131469568,1,1,Likenew,,39.52,59.52, Market-Based Management_ Strategies For Growing Customer Value And Profitability,39.68
1446348550,Hyo.Goldblatt@duke.edu,131469843,1,1,Likenew,,75.22,95.22, Effective Small Business Management_ An Entrepreneurial Approach,77.77
1446278716,Meg.Deines@duke.edu,131470469,1,1,Likenew,,27.69,47.69, Electrical Engineering_ Principles and Applications,28.53
1446543541,Issac.Simek@duke.edu,131470892,1,1,Likenew,,85.19,105.19, Structural Analysis,87.68
1446370738,Santana.Petterson@duke.edu,131471988,1,1,Likenew,,68.99,88.99," Financial Management For Public, Health And Not-For-Profit Organizations",73.7
1446313234,Natalia.Bartlett@duke.edu,131475916,1,1,Likenew,,68.8,88.8, Accounting Information Systems,69.97
1446188514,Ericka.Chatmon@duke.edu,131477323,1,1,Likenew,,81.58,101.58, Marketing Research With Spss 13.0 Student Version For Windows,83.78
1446581483,Shanna.Haley@duke.edu,131478451,1,1,Likenew,,135.44,155.44, Business Communication Today,138.9
1446461935,Miguelina.Recker@duke.edu,131479547,1,1,Likenew,,93.89,113.89, Operating Systems_ Internals and Design Principles,96.84
1446324293,Marina.Amore@duke.edu,131479725,1,1,Likenew,,125.69,145.69, Introduction to Financial Accounting,128.7
1446448880,Sharri.Berryhill@duke.edu,131481908,1,1,Likenew,For COMPSCI571,60.84,80.84, Machine Design,62.49
1446232443,Angella.Navarrete@duke.edu,131483161,1,1,Likenew,,32.18,52.18, Elementary Statistics_ Picturing The World,32.96
1446513567,Douglas.Mann@duke.edu,131483986,1,1,Likenew,,29.06,49.06, Java_ How To Program,30.4
1446359081,Catharine.Moreno@duke.edu,131485199,1,1,Likenew,,31.38,51.38, E-marketing,36.04
1446389281,Rodolfo.Dove@duke.edu,131485210,1,1,Likenew,,75.27,95.27, Structured Computer Organization,75.43
1446472455,Ellan.Dorado@duke.edu,131486497,1,1,Likenew,,114.38,134.38, Engineering Economy,118.05
1446401660,Tyisha.Schulenberg@duke.edu,131487361,1,1,Likenew,,62.58,82.58, Fundamentals of Management_Essential Concepts and Applications,65.42
1446520529,Deana.Radigan@duke.edu,131489658,1,1,Likenew,,135.71,155.71," Manufacturing, Engineering and Technology",138.73
1446521302,Dominick.Laplante@duke.edu,131491784,1,1,Likenew,,93.96,113.96, Essentials Of Entrepreneurship And Small Business Management,96.48
1446283306,Lorette.Bleich@duke.edu,131494597,1,1,Likenew,,116.23,136.23, Strategic Management,119.53
1446345679,Felicia.Devos@duke.edu,131494708,1,1,Likenew,,24.95,44.95, Modern Management,25.78
1446329800,Winifred.Zuckerman@duke.edu,131494848,1,1,Likenew,,94.29,114.29, Leadership In Organizations,98.71
1446227125,Hue.Dahms@duke.edu,131495380,1,1,Likenew,,40.95,60.95, Cost Accounting_ A Managerial Emphasis,44.77
1446340721,Juan.Milici@duke.edu,131495798,1,1,Likenew,,101.74,121.74, College Physics,106.17
1446376906,Libbie.Waldron@duke.edu,013149726X,1,1,Likenew,,113.16,133.16, Solid State Electronic Devices,115.9
1446292475,Michele.Maharaj@duke.edu,131497456,1,1,Likenew,,30.84,50.84, Laboratory In Physical Geology,31.84
1446384255,Neomi.Torgrimson@duke.edu,131497499,1,1,Likenew,,139.36,159.36, Essentials Of Geology,140.11
1446340271,Walker.Manalo@duke.edu,131497510,1,1,Likenew,,58.55,78.55, Earth Science,62.08
1446303102,Kathryn.Hamernik@duke.edu,131497553,1,1,Likenew,,88.97,108.97, Statistics,92.98
1446279060,Magnolia.Cheney@duke.edu,131499084,1,1,Likenew,,31.47,51.47," Options, Futures And Other Derivatives",36.31
1446509936,Roxane.Pleasant@duke.edu,131499300,1,1,Likenew,,108.56,128.56, Feedback Control Of Dynamic Systems,109.98
1446467376,Marcell.Romeo@duke.edu,131499459,1,1,Likenew,,22.2,42.2, Financial Accounting,22.99
1446379988,Lessie.Hagaman@duke.edu,131534351,1,1,Likenew,,26.38,46.38, Literature_ An Introduction To Reading And Writing,26.81
1446490874,Stephanie.Pizano@duke.edu,131538411,1,1,Likenew,,79.52,99.52, Management Information Systems_ Managing The Digital Firm,82.54
1446372838,Macy.Clow@duke.edu,131542745,1,1,Likenew,,36.18,56.18, Strategic Management And Competitive Advantage_ Concepts And Cases,37.85
1446377588,Dulce.Stlawrence@duke.edu,131547143,1,1,Likenew,,65.5,85.5, Business Statistics_ A First Course,66.45
1446246893,Ashleigh.Deering@duke.edu,131548654,1,1,Likenew,,76.51,96.51, Basic Marketing Research With Spss 13.0,80.52
1446330008,Antoine.Kimbro@duke.edu,013155445X,1,1,Likenew,,109.17,129.17, Principles of Operations Management,113.74
1446553347,Diedre.Lefever@duke.edu,131602586,1,1,Likenew,,128.64,148.64, Human Resource Management,130
1446423817,Rosanna.Dagostino@duke.edu,131672673,1,1,Likenew,,136.17,156.17," Database Processing_ Fundamentals, Design, And Implementation",138.83
1446278551,Alona.Ardito@duke.edu,131676865,1,1,Likenew,,48.15,68.15, Managing Business Process Flows_ Principles Of Operations Management,49.06
1446388167,Karey.Sewell@duke.edu,131678310,1,1,Likenew,,82.38,102.38, Basic Business Statistics_ Concepts And Applications,84.93
1446403582,Georgette.James@duke.edu,131679813,1,1,Likenew,,111.63,131.63, Business Communication Essentials,113.84
1446399123,Waneta.Beall@duke.edu,131697390,1,1,Likenew,,125.18,145.18, Operations Management,125.52
1446389607,Phylis.Shanahan@duke.edu,013169944X,1,1,Likenew,,58.47,78.47, Concepts Of Genetics,62.98
1446344917,Camille.Bodin@duke.edu,131699571,1,1,Likenew,,82.24,102.24, Organic Chemistry,83.12
1446267342,Ettie.Sommer@duke.edu,131708694,1,1,Likenew,,60.1,80.1, Exceptional Lives_ Special Education in Today's Schools,63.99
1446265526,Liberty.Wasser@duke.edu,131730428,1,1,Used,,117.88,137.88, Supply Chain Management,122.24
1446549986,Nikki.Jumper@duke.edu,131733494,1,1,Used,,80.39,100.39,131733494,81.88
1446289962,Christinia.Nordstrom@duke.edu,131786865,1,1,Used,,48.34,68.34, Social Psychology,51.75
1446519418,Kenia.Traynor@duke.edu,131816292,1,1,Used,,27.03,47.03, Topology,29.75
1446497586,Sanora.Bulter@duke.edu,131837362,1,1,Used,,57.87,77.87, An Introduction to Human Factors Engineering,59.59
1446338080,Nelida.Guarino@duke.edu,013184069X,1,1,Used,,89.99,109.99, History of Modern Art_ Painting Sculpture Architecture Photography,90.5
1446312623,Sari.Trafton@duke.edu,131851225,1,1,Used,,120.03,140.03, Advanced Accounting,122.28
1446265519,Kristyn.Huffine@duke.edu,131854615,1,1,Used,,59.17,79.17, Electronic Commerce 2006_ A Managerial Perspective,63.19
1446343000,Gianna.Furlow@duke.edu,131854712,1,1,Used,,67.22,87.22, Information Systems Management In Practice,70.16
1446359505,Jasmin.Adkisson@duke.edu,131856057,1,1,Used,,122.1,142.1, Foundations Of Finance_ The Logic And Practice Of Finance Management,124.19
1446369568,Amada.Edenfield@duke.edu,131856405,1,1,Used,,126.78,146.78, Prentice Hall Reference Guide,127.45
1446335589,Dylan.Classen@duke.edu,131856626,1,1,Used,,20.85,40.85, A 'first Course In Probability,25.47
1446410577,Julietta.Shaughnessy@duke.edu,131857029,1,1,Used,,59.43,79.43, Quantitative Analysis For Management,63.46
1446362528,Giselle.Amorim@duke.edu,013185755X,1,1,Used,,124.23,144.23," Operation Management / Jay Heizer, Barry Render",127.78
1446256076,Sage.Lorenzana@duke.edu,131857576,1,1,Used,,22.44,42.44, C++ How To Program,24.3
1446442165,Ailene.Grice@duke.edu,131857851,1,1,Used,,83.63,103.63, Linear Algebra With Applications,84.6
1446314162,Nathanael.Richarson@duke.edu,131860151,1,1,Used,,90.94,110.94, Managerial Economics_ Economic Tools for Today's Decision Makers,92.59
1446386746,Laticia.Wilker@duke.edu,131860267,1,1,Used,,74.59,94.59, Macroeconomics,74.9
1446424666,Roseanne.Rocca@duke.edu,131862391,1,1,Used,,79.53,99.53, Introduction To Cryptography_ With Coding Theory,80.59
1446251128,Lakesha.Axel@duke.edu,131866222,1,1,Used,,32.77,52.77," Integrated Advertising, Promotion, & Marketing Communications",36.77
1446318650,Gerry.Pappan@duke.edu,131867121,1,1,Used,,33.15,53.15, Auditing And Assurance Services_ An Integrated Approach With Coverage Of Sarbane-oxley And Section 404 Audi,34.12
1446267300,Howard.Forshee@duke.edu,131867938,1,1,Used,,48.08,68.08,131867938,51.84
1446483605,Irving.Canales@duke.edu,131868772,1,1,Used,,58.17,78.17, Strategic Compensation,58.66
1446328648,Chae.Deshong@duke.edu,131869426,1,1,Used,,94.44,114.44, International Business_ Environments And Operations,98.43
1446366096,Sophia.Corprew@duke.edu,131870165,1,1,Used,,38.48,58.48, Retail Management_ A Strategic Approach,38.92
1446453644,Iesha.Book@duke.edu,131870769,1,1,Used,,119.21,139.21, Excellence in Business Communication,119.55
1446367853,Glayds.Steger@duke.edu,131873644,1,1,Used,,130.89,150.89, Finite Math And Its Application,134.39
1446266033,Delorse.Kroh@duke.edu,131873741,1,1,Used,,148.6,168.6,131873741,152.65
1446421996,Fae.Gladwin@duke.edu,131878824,1,1,Used,,121.62,141.62, Technology in Action Introductory,122.41
1446528691,Renata.Hermes@duke.edu,131888099,1,1,Used,,119.56,139.56, Introduction to Management Science,124.49
1446386344,Robena.Hiett@duke.edu,131891022,1,1,Used,,104.55,124.55, Literature and the Writing Process,107.54
1446298768,Sharita.Straughan@duke.edu,131892622,1,1,Used,,149.14,169.14, A World of Art,153.21
1446518471,Jodee.Mangino@duke.edu,013191345X,1,1,Used,,148.92,168.92, Mechanics Of Materials,149.53
1446456084,Hortensia.Prichett@duke.edu,131918222,1,1,Used,,47.04,67.04, The Prentice Hall Guide For College Writers,49.24
1446400722,Tressa.Ursery@duke.edu,131918338,1,1,Used,,24.96,44.96, Concepts Of Genetics,27.8
1446284801,Tianna.Kinnaird@duke.edu,131919636,1,1,Used,,110.77,130.77, Calculus And Its Applications,111.68
1446474943,Maximina.Pauli@duke.edu,131922440,1,1,Used,,54.44,74.44, Society_ The Basics,55.46
1446312258,Dollie.Wetmore@duke.edu,131925385,1,1,Used,,24.95,44.95, Development Across The Life Span,25.24
1446478466,Valentina.Mcdermott@duke.edu,131930079,1,1,Used,,21.4,41.4, Business Ethics_ Concepts & Cases,21.82
1446245168,Anissa.Durrell@duke.edu,131930818,1,1,Used,,134.79,154.79, Prebels' Artforms_ An Introduction To The Visual Arts,137.59
1446356432,Youlanda.Vachon@duke.edu,131931989,1,1,Used,,73.43,93.43," The World Is A Text_ Writing, Reading, and Thinking About Culture and Its Contexts",74.14
1446351039,Eddy.Pizano@duke.edu,131931997,1,1,Used,,133.62,153.62, Understanding Psychology_ Book And Study Guide,136.41
1446308905,Shameka.Breedlove@duke.edu,131933159,1,1,Used,,127.82,147.82, Living Religions,129.53
1446311691,Shay.Soldner@duke.edu,131950851,1,1,Used,,112.41,132.41, Corrections in America,115.37
1446446603,Frederick.Irick@duke.edu,131963163,1,1,Used,,108.3,128.3, Organic Chemistry,109.41
1446265496,Libbie.Budd@duke.edu,132184745,1,1,Used,,106.04,126.04, Sociology,106.28
1446404197,Lorena.Hoy@duke.edu,132186942,1,1,Used,,21.86,41.86, Consumer Behavior,22.22
1446300126,Lashon.Schoepp@duke.edu,132187469,1,1,Used,,56.51,76.51, Biological Science,61.47
1446197898,Joleen.Reinbold@duke.edu,132192268,1,1,Used,,133.45,153.45, Brock Biology Of Microorganisms And Student Companion Website Access Card,136.39
1446465896,Malcom.Santerre@duke.edu,132203847,1,1,Used,,100.6,120.6, Statistics for Business And Economics,104.36
1446412502,Effie.Berryhill@duke.edu,132277816,1,1,Used,,77.07,97.07, Essentials of Management Informaton Systems,78.29
1446434894,Jovan.Shawn@duke.edu,132431564,1,1,Used,,108.73,128.73, Organizational Behavior,109.66
1446391996,Katherina.Dock@duke.edu,133214311,1,1,Used,,51.1,71.1, Advanced Engineering Mathematics,54.1
1446203638,Louis.Luttrell@duke.edu,135265266,1,1,Used,,118.39,138.39, Statistical Methods for the Social Sciences,120.53
1446476932,Ophelia.Fackler@duke.edu,135763800,1,1,Used,,101.9,121.9, Geotechnical Engineering_ Principles and Practices,106.32
1446337551,Krystin.Tuller@duke.edu,013651068X,1,1,Used,,55.18,75.18, Theory of Vibrations With Applications,57.14
1446432282,Jalisa.Guerrero@duke.edu,013726142X,1,1,Used,,95.72,115.72, Finite Element Analysis_ Theory and Application with ANSYS,96.87
1446413273,Diann.Peer@duke.edu,137549202,1,1,Used,,135.33,155.33, Discrete-Time Signal Processing,136.88
1446562169,Tamiko.Eggert@duke.edu,137903952,1,1,Used,,45.13,65.13, Artificial Intelligence_ A Modern Approach,45.91
1446265040,Kanesha.Duell@duke.edu,013805326X,1,1,Used,,42.86,62.86, Introduction to Electrodynamics,43.8
1446289829,Kum.Berke@duke.edu,138147574,1,1,Used,,58.61,78.61, Signals & Systems,61.29
1446518374,Ethyl.Dirks@duke.edu,139078746,1,1,Used,,145.52,165.52, Fundamentals of Complex Analysis_ With Applications to Engineering and Science,148.17
1446280613,Olevia.Hiney@duke.edu,195073401,1,1,Used,,51.52,71.52, Microeconomic Theory,53.61
1446561107,Mireya.Angel@duke.edu,195108094,1,1,Used,,116.12,136.12, Investment Science,116.33
1446386677,Ramona.Maffei@duke.edu,195110099,1,1,Used,,90.09,110.09, Modern Digital and Analog Communications Systems,94.02
1446374647,Contessa.Colangelo@duke.edu,195116445,1,1,Used,,92.4,112.4, Cmos Analog Circuit Design,94.06
1446292182,Hilde.Zamarripa@duke.edu,195136055,1,1,Used,,138.2,158.2, The Science and Engineering of Microelectronic Fabrication,140.87
1446350507,Luvenia.Digman@duke.edu,195142519,1,1,Used,,54.3,74.3, Microelectronic Circuits,57.58
1446290212,Deb.Leatherwood@duke.edu,195158334,1,1,Used,,32.04,52.04, Linear Systems and Signals,32.53
1446312948,Winona.Owusu@duke.edu,201128195,1,1,Used,,58.05,78.05, Field and Wave Electromagnetics,60.58
1446451623,Janiece.Viera@duke.edu,201146592,1,1,Used,,106.67,126.67, Mechanics and Thermodynamics of Propulsion,108.33
1446460786,Hermine.Mcgilvery@duke.edu,201180758,1,1,Used,,79.06,99.06, Digital Image Processing,79.74
1446423909,Milton.Shears@duke.edu,201543931,1,1,Used,,113.25,133.25, Semiconductor Device Fundamentals,114.53
1446521591,Rikki.Lawerence@duke.edu,201763907,1,1,Used,,69.07,89.07, A First Course in Abstract Algebra,71.36
1446415843,Shanelle.Dunson@duke.edu,201770253,1,1,Used,,33.94,53.94, Law and Economics,38.7
1446300583,Ricky.Bartos@duke.edu,201771314,1,1,Used,,140.15,160.15, Elementary Statistics,143.57
1446458183,Minda.Banister@duke.edu,205376061,1,1,Used,,30.38,50.38, An Introduction to Group Work Practice,32.32
1446241948,Oliver.Gebo@duke.edu,205426514,1,1,Used,,74.28,94.28, Biopsychology,74.78
1446533153,Garfield.Crossett@duke.edu,205439675,1,1,Used,,117.12,137.12, Lifespan Development,121.92
1446507529,Filomena.Younger@duke.edu,020544444X,1,1,Used,,127.57,147.57, Essentials of Sociology_ A Down-To-Earth Approach,128.71
1446462587,Ivette.Gorden@duke.edu,205449131,1,1,Used,,130.02,150.02, Child Development,131.31
1446444575,Claretta.Orona@duke.edu,205449441,1,1,Used,,69.46,89.46, Public Relations_ Strategies and Tactics,69.69
1446466379,Michaele.Mineo@duke.edu,205457959,1,1,Used,,95.93,115.93, Mastering The World Of Psychology,99.68
1446334515,Jeneva.Vanderpool@duke.edu,205459382,1,1,Used,,99.81,119.81, Multivariate Statistics,104.14
1446426837,Gertrude.Michie@duke.edu,205473059,1,1,Used,,141.33,161.33, Sociology_ A Down to Earth Approach,145.68
1446242300,Antonetta.Mccain@duke.edu,205477534,1,1,Used,,57.74,77.74, The Media Of Mass Communication,61.86
1446479277,Angelica.Coney@duke.edu,205478093,1,1,Used,,104.1,124.1, Family Therapy_ Concepts And Methods,105.07
1446366074,Tam.Lawler@duke.edu,205483925,1,1,Used,,93.17,113.17, Elementary And Middle School Mathematics_ Teaching Developmentally,96.16
1446429188,Cristen.Faulcon@duke.edu,256136874,1,1,Used,,91.74,111.74, Strategic Logistics Management,96.65
1446265863,Chloe.Jeanpierre@duke.edu,256247951,1,1,Used,,66.82,86.82, Factory Physics_ Foundations of Manufacturing Management,71.25
1446417372,Ebonie.Tuohy@duke.edu,262032937,1,1,Used,,26.18,46.18, Introduction to Algorithms,30.7
1446208413,Lawrence.Scarborough@duke.edu,312406843,1,1,Used,,122.78,142.78, A Pocket Style Manual,124.57
1446443129,Naomi.Dyke@duke.edu,312406851,1,1,Used,,123.54,143.54, Rules for Writers,125.45
1446411456,Allyson.Sgro@duke.edu,312407246,1,1,Used,,75.97,95.97, Everything's An Argument With Readings,79.22
1446443696,Meredith.Vanguilder@duke.edu,312412622,1,1,Used,,88.09,108.09, Writers Reference,91.11
1446386446,Shelby.Domino@duke.edu,312419333,1,1,Used,,113.57,133.57, The Bedford Handbook,117.34
1446368740,Reatha.Byrom@duke.edu,312434456,1,1,Used,,63.85,83.85, Compact Bedford Introduction to Literature,66.23
1446292135,Tomi.Neeld@duke.edu,321149017,1,1,Used,,21.87,41.87, Cmos Vlsi Design_ A Circuits and Systems Perspective,25.36
1446416254,Virginia.Lizaola@duke.edu,321159349,1,1,Used,,141.11,161.11, College Algebra,143.24
