email,name,phone_Number,major
Sharon.Ridley@duke.edu,Sharon Ridley Ê,(770) 155-4412,Religious Studies
Iluminada.Carlen@duke.edu,Iluminada Carlen Ê,(769) 550-9108,Romance Studies
Mahalia.Rayburn@duke.edu,Mahalia Rayburn Ê,(767) 525-5493,Russian
Clair.Raminez@duke.edu,Clair Raminez Ê,(765) 471-9764,Slavic and Eurasian Studies
Josephine.Brantner@duke.edu,Josephine Brantner Ê,(765) 474-3266,Sociology
Katherina.Lukes@duke.edu,Katherina Lukes Ê,(764) 233-4470,Spanish/ Latin American/ and Latino/a Studies
Keshia.Klausner@duke.edu,Keshia Klausner Ê,(762) 235-4259,Statistical Science
Merrilee.Pon@duke.edu,Merrilee Pon Ê,(760) 920-6869,Theater Studies
Angelyn.Donohoe@duke.edu,Angelyn Donohoe Ê,(760) 787-8794,Visual Arts
Manuel.Chason@duke.edu,Manuel Chason Ê,(759) 666-5969,Visual and Media Studies
Adelaide.Aguillon@duke.edu,Adelaide Aguillon Ê,(759) 645-4941,Women's Studies
Rosamond.Weick@duke.edu,Rosamond Weick Ê,(759) 293-7589,African and African American Studies
Rebecka.Victorian@duke.edu,Rebecka Victorian Ê,(758) 768-1914,Art History
Marget.Marchant@duke.edu,Marget Marchant Ê,(758) 756-9842,Asian and Middle Eastern Studies
Alex.Blane@duke.edu,Alex Blane Ê,(758) 728-8744,Biology
Ruthann.Demaree@duke.edu,Ruthann Demaree Ê,(758) 157-4428,Biomedical Engineering*
Marlyn.Fleury@duke.edu,Marlyn Fleury Ê,(756) 981-1482,Biophysics
Erasmo.Goering@duke.edu,Erasmo Goering Ê,(755) 728-9293,Brazilian and Global Portuguese Studies
Julieta.Schriver@duke.edu,Julieta Schriver Ê,(754) 944-1561,Canadian Studies**
Bibi.Mauch@duke.edu,Bibi Mauch Ê,(754) 326-8192,Chemistry
Kandi.Haislip@duke.edu,Kandi Haislip Ê,(752) 601-4574,Civil Engineering*
Charity.Brignac@duke.edu,Charity Brignac Ê,(752) 454-7558,Classical Civilization
Golden.Dazey@duke.edu,Golden Dazey Ê,(751) 776-6220,Classical Languages
Jonna.Mantooth@duke.edu,Jonna Mantooth Ê,(750) 310-6994,Computer Science
Florance.Trinkle@duke.edu,Florance Trinkle Ê,(748) 949-1887,Cultural Anthropology
Kimberely.Guerrera@duke.edu,Kimberely Guerrera Ê,(747) 439-9811,Dance
Usha.Guernsey@duke.edu,Usha Guernsey Ê,(745) 455-2750,Earth and Ocean Sciences
Willy.Liverman@duke.edu,Willy Liverman Ê,(743) 524-7822,Economics
Serita.Murdoch@duke.edu,Serita Murdoch Ê,(742) 834-1218,Electrical and Computer Engineering*
Rubi.Nesmith@duke.edu,Rubi Nesmith Ê,(741) 496-7150,English
Amee.Sabb@duke.edu,Amee Sabb Ê,(740) 813-8529,Environmental Engineering*
Lillian.Straw@duke.edu,Lillian Straw Ê,(740) 786-6545,Environmental Sciences
Cletus.Jager@duke.edu,Cletus Jager Ê,(740) 604-5051,Environmental Sciences and Policy
Cesar.Deblasio@duke.edu,Cesar Deblasio Ê,(739) 306-6200,Evolutionary Anthropology
Eda.Motton@duke.edu,Eda Motton Ê,(738) 973-3151,French Studies
Sherilyn.Shick@duke.edu,Sherilyn Shick Ê,(737) 869-5033,German
Jeremiah.Soderman@duke.edu,Jeremiah Soderman Ê,(737) 100-2708,Global Cultural Studies
Jay.Fleeman@duke.edu,Jay Fleeman Ê,(735) 882-9848,Global Health**
Genaro.Matley@duke.edu,Genaro Matley Ê,(734) 718-2030,History
Cammie.Foor@duke.edu,Cammie Foor Ê,(734) 232-9835,Interdepartmental Major
Tamisha.Berryman@duke.edu,Tamisha Berryman Ê,(734) 224-1838,International Comparative Studies
Daren.Whiteford@duke.edu,Daren Whiteford Ê,(733) 505-3035,Italian Studies
Dianna.Eichelberger@duke.edu,Dianna Eichelberger Ê,(732) 971-8983,Linguistics
Carlee.Craney@duke.edu,Carlee Craney Ê,(731) 124-5208,Mathematics
Wilber.Sharpe@duke.edu,Wilber Sharpe Ê,(730) 702-8789,Mechanical Engineering*
Arielle.Blais@duke.edu,Arielle Blais Ê,(730) 334-2731,Medieval and Renaissance Studies
Guillermina.Grieve@duke.edu,Guillermina Grieve Ê,(729) 919-5458,Music
Page.Severns@duke.edu,Page Severns Ê,(728) 908-4649,Neuroscience
Christin.Chumbley@duke.edu,Christin Chumbley Ê,(728) 381-5869,Philosophy
Jennifer.Andino@duke.edu,Jennifer Andino Ê,(728) 353-7763,Physics
Nakia.Fleckenstein@duke.edu,Nakia Fleckenstein Ê,(723) 938-6865,Political Science
Reta.Lanham@duke.edu,Reta Lanham Ê,(723) 596-3323,Program II (self-designed degree/ BA or BS)
Lura.Patnaude@duke.edu,Lura Patnaude Ê,(723) 392-3504,Psychology
Earle.Polanco@duke.edu,Earle Polanco Ê,(722) 475-1424,Public Policy Studies
Lisbeth.Burditt@duke.edu,Lisbeth Burditt Ê,(721) 902-5657,Religious Studies
Cindi.Klahn@duke.edu,Cindi Klahn Ê,(721) 654-4263,Romance Studies
Marshall.Yoakum@duke.edu,Marshall Yoakum Ê,(721) 398-5022,Russian
Long.Youmans@duke.edu,Long Youmans Ê,(720) 646-7647,Slavic and Eurasian Studies
Bernard.Bown@duke.edu,Bernard Bown Ê,(720) 609-4404,Sociology
Wilma.Falkowski@duke.edu,Wilma Falkowski Ê,(720) 167-1463,Spanish/ Latin American/ and Latino/a Studies
Felisha.Flanery@duke.edu,Felisha Flanery Ê,(719) 609-1833,Statistical Science
Crissy.Alban@duke.edu,Crissy Alban Ê,(718) 611-8832,Theater Studies
Maris.Ingham@duke.edu,Maris Ingham Ê,(717) 326-1809,Visual Arts
Gillian.Stalcup@duke.edu,Gillian Stalcup Ê,(716) 557-6873,Visual and Media Studies
Dawna.Larue@duke.edu,Dawna Larue Ê,(715) 372-8864,Women's Studies
Virgina.Whittenberg@duke.edu,Virgina Whittenberg Ê,(715) 662-5218,African and African American Studies
Catalina.Pardue@duke.edu,Catalina Pardue Ê,(715) 641-6544,Art History
Cecily.Mattos@duke.edu,Cecily Mattos Ê,(714) 899-4381,Asian and Middle Eastern Studies
Dorian.Morel@duke.edu,Dorian Morel Ê,(713) 737-9397,Biology
Tomoko.Lewter@duke.edu,Tomoko Lewter Ê,(712) 739-3026,Biomedical Engineering*
Alejandra.Rodman@duke.edu,Alejandra Rodman Ê,(712) 434-7374,Biophysics
Darwin.Lucchesi@duke.edu,Darwin Lucchesi Ê,(711) 836-6591,Brazilian and Global Portuguese Studies
Georgeann.Glowacki@duke.edu,Georgeann Glowacki Ê,(711) 539-4698,Canadian Studies**
Julian.Rowse@duke.edu,Julian Rowse Ê,(711) 349-7038,Chemistry
Vanesa.Metzgar@duke.edu,Vanesa Metzgar Ê,(711) 295-3859,Civil Engineering*
Ngoc.Levert@duke.edu,Ngoc Levert Ê,(720) 990-9832,Classical Civilization
Latashia.Matte@duke.edu,Latashia Matte Ê,(720) 284-3726,Classical Languages
Antonia.Rentz@duke.edu,Antonia Rentz Ê,(699) 921-8208,Computer Science
Ramiro.Hilger@duke.edu,Ramiro Hilger Ê,(699) 341-1805,Cultural Anthropology
Morgan.Parenti@duke.edu,Morgan Parenti Ê,(699) 195-9557,Dance
Kathryne.Littlefield@duke.edu,Kathryne Littlefield Ê,(698) 291-6323,Earth and Ocean Sciences
Billy.Dray@duke.edu,Billy Dray Ê,(697) 438-2681,Economics
Shanell.Kaster@duke.edu,Shanell Kaster Ê,(695) 744-3925,Electrical and Computer Engineering*
Salvador.Luther@duke.edu,Salvador Luther Ê,(693) 197-1903,English
Brande.Saltz@duke.edu,Brande Saltz Ê,(690) 855-5939,Environmental Engineering*
Consuelo.Hannahs@duke.edu,Consuelo Hannahs Ê,(690) 579-9614,Environmental Sciences
Yesenia.Mathieson@duke.edu,Yesenia Mathieson Ê,(689) 957-1190,Environmental Sciences and Policy
Hong.Mellor@duke.edu,Hong Mellor Ê,(689) 781-4129,Evolutionary Anthropology
Olin.Gauna@duke.edu,Olin Gauna Ê,(688) 444-8496,French Studies
Rosina.Morriss@duke.edu,Rosina Morriss Ê,(687) 728-3035,German
Genevieve.Fulton@duke.edu,Genevieve Fulton Ê,(686) 999-9546,Global Cultural Studies
Elden.Shuster@duke.edu,Elden Shuster Ê,(685) 744-3202,Global Health**
Camie.Packard@duke.edu,Camie Packard Ê,(685) 572-4572,History
Lesia.Liddell@duke.edu,Lesia Liddell Ê,(685) 550-8866,Interdepartmental Major
Gregory.Click@duke.edu,Gregory Click Ê,(685) 393-4042,International Comparative Studies
Clarinda.Reagle@duke.edu,Clarinda Reagle Ê,(685) 200-9096,Italian Studies
Hiram.Ramthun@duke.edu,Hiram Ramthun Ê,(684) 653-6404,Linguistics
Hubert.Stacey@duke.edu,Hubert Stacey Ê,(684) 286-1459,Mathematics
Freeman.Mccaleb@duke.edu,Freeman Mccaleb Ê,(683) 607-3007,Mechanical Engineering*
Laurene.Arvizu@duke.edu,Laurene Arvizu Ê,(682) 557-1712,Medieval and Renaissance Studies
Doris.Swindell@duke.edu,Doris Swindell Ê,(682) 284-9019,Music
Sona.Tomlin@duke.edu,Sona Tomlin Ê,(681) 794-6084,Neuroscience
Ossie.Beckley@duke.edu,Ossie Beckley Ê,(681) 133-8286,Philosophy
Maryrose.Mollica@duke.edu,Maryrose Mollica Ê,(680) 221-6156,Physics
Lakisha.Torres@duke.edu,Lakisha Torres Ê,(680) 973-1301,Political Science
Yon.Kenan@duke.edu,Yon Kenan Ê,(680) 739-3921,Program II (self-designed degree/ BA or BS)
Jaqueline.Hickson@duke.edu,Jaqueline Hickson Ê,(680) 458-4572,Psychology
Harry.Stegall@duke.edu,Harry Stegall Ê,(678) 824-7073,Public Policy Studies
Marilou.Pahl@duke.edu,Marilou Pahl Ê,(676) 812-8629,Religious Studies
Dorthea.Vantrease@duke.edu,Dorthea Vantrease Ê,(676) 431-6747,Romance Studies
Jennifer.Perrotti@duke.edu,Jennifer Perrotti Ê,(674) 856-2009,Russian
Jerlene.Wachter@duke.edu,Jerlene Wachter Ê,(674) 654-4593,Slavic and Eurasian Studies
Monroe.Hyde@duke.edu,Monroe Hyde Ê,(674) 312-6772,Sociology
Norman.Meggs@duke.edu,Norman Meggs Ê,(672) 537-4774,Spanish/ Latin American/ and Latino/a Studies
Jerrod.Mui@duke.edu,Jerrod Mui Ê,(672) 811-7943,Statistical Science
Avril.Whetzel@duke.edu,Avril Whetzel Ê,(672) 341-6759,Theater Studies
Kristel.Counce@duke.edu,Kristel Counce Ê,(672) 330-3102,Visual Arts
Barbra.Podesta@duke.edu,Barbra Podesta Ê,(668) 859-3193,Visual and Media Studies
Londa.Gadison@duke.edu,Londa Gadison Ê,(667) 912-4865,Women's Studies
Kala.Shumpert@duke.edu,Kala Shumpert Ê,(667) 194-1612,African and African American Studies
Digna.Noone@duke.edu,Digna Noone Ê,(666) 613-8655,Art History
Roscoe.Flansburg@duke.edu,Roscoe Flansburg Ê,(665) 134-1175,Asian and Middle Eastern Studies
Elaine.Redrick@duke.edu,Elaine Redrick Ê,(664) 979-5889,Biology
Nan.Persinger@duke.edu,Nan Persinger Ê,(663) 962-7234,Biomedical Engineering*
Brent.Bowman@duke.edu,Brent Bowman Ê,(663) 362-3454,Biophysics
Mac.Fraga@duke.edu,Mac Fraga Ê,(662) 187-9615,Brazilian and Global Portuguese Studies
Charleen.Shiley@duke.edu,Charleen Shiley Ê,(662) 134-4224,Canadian Studies**
Sherlene.Lanphere@duke.edu,Sherlene Lanphere Ê,(662) 124-5078,Chemistry
Cherie.Doggett@duke.edu,Cherie Doggett Ê,(661) 200-3114,Civil Engineering*
Anya.Bartol@duke.edu,Anya Bartol Ê,(661) 119-9795,Classical Civilization
Jeffry.Dickinson@duke.edu,Jeffry Dickinson Ê,(661) 836-5751,Classical Languages
Classie.Surratt@duke.edu,Classie Surratt Ê,(661) 759-9988,Computer Science
Kirsten.Kaestner@duke.edu,Kirsten Kaestner Ê,(657) 989-3026,Cultural Anthropology
Roselle.Coard@duke.edu,Roselle Coard Ê,(657) 608-2802,Dance
Adelle.Lessman@duke.edu,Adelle Lessman Ê,(657) 557-3535,Earth and Ocean Sciences
Julie.Korth@duke.edu,Julie Korth Ê,(657) 381-5177,Economics
Domingo.Chesnutt@duke.edu,Domingo Chesnutt Ê,(656) 405-8320,Electrical and Computer Engineering*
Colby.Oshiro@duke.edu,Colby Oshiro Ê,(655) 130-7333,English
Aubrey.Wiseley@duke.edu,Aubrey Wiseley Ê,(654) 225-8124,Environmental Engineering*
Jalisa.Cripps@duke.edu,Jalisa Cripps Ê,(653) 940-6648,Environmental Sciences
Bethany.Montrose@duke.edu,Bethany Montrose Ê,(653) 781-6963,Environmental Sciences and Policy
Yuki.Brassard@duke.edu,Yuki Brassard Ê,(653) 759-2246,Evolutionary Anthropology
Anjelica.Markert@duke.edu,Anjelica Markert Ê,(653) 522-8543,French Studies
Lulu.Rubi@duke.edu,Lulu Rubi Ê,(649) 877-9113,German
Melinda.Hearon@duke.edu,Melinda Hearon Ê,(648) 894-8544,Global Cultural Studies
Katrice.Jang@duke.edu,Katrice Jang Ê,(647) 781-7142,Global Health**
Desmond.Rupp@duke.edu,Desmond Rupp Ê,(647) 422-7095,History
Evelina.Koogler@duke.edu,Evelina Koogler Ê,(646) 757-6382,Interdepartmental Major
Jackie.Eger@duke.edu,Jackie Eger Ê,(645) 880-5351,International Comparative Studies
Leesa.Rommel@duke.edu,Leesa Rommel Ê,(644) 388-6046,Italian Studies
Dakota.Bossi@duke.edu,Dakota Bossi Ê,(643) 162-8017,Linguistics
Dian.Butters@duke.edu,Dian Butters Ê,(639) 833-1308,Mathematics
Filomena.Russum@duke.edu,Filomena Russum Ê,(638) 363-8269,Mechanical Engineering*
Twila.Wahlen@duke.edu,Twila Wahlen Ê,(638) 250-4198,Medieval and Renaissance Studies
Cheree.Noles@duke.edu,Cheree Noles Ê,(637) 945-5615,Music
Josiah.Cantero@duke.edu,Josiah Cantero Ê,(636) 036-1705,Neuroscience
Gearldine.Blumer@duke.edu,Gearldine Blumer Ê,(633) 674-7661,Philosophy
Nakita.Partee@duke.edu,Nakita Partee Ê,(633) 571-4491,Physics
Carmel.Cottle@duke.edu,Carmel Cottle Ê,(631) 416-3119,Political Science
Arline.Sutherlin@duke.edu,Arline Sutherlin Ê,(630) 782-5338,Program II (self-designed degree/ BA or BS)
Georgia.Hoyte@duke.edu,Georgia Hoyte Ê,(628) 492-7685,Psychology
Lashunda.Coderre@duke.edu,Lashunda Coderre Ê,(628) 465-3677,Public Policy Studies
Alena.Giraldo@duke.edu,Alena Giraldo Ê,(628) 420-8524,Religious Studies
Charlette.Lieu@duke.edu,Charlette Lieu Ê,(627) 944-6283,Romance Studies
Celestina.Weiss@duke.edu,Celestina Weiss Ê,(627) 394-6396,Russian
Kathie.Chaffins@duke.edu,Kathie Chaffins Ê,(626) 396-4700,Slavic and Eurasian Studies
Alla.Tenenbaum@duke.edu,Alla Tenenbaum Ê,(622) 925-2558,Sociology
Melissia.Philippi@duke.edu,Melissia Philippi Ê,(622) 202-2723,Spanish/ Latin American/ and Latino/a Studies
Bobby.Ryer@duke.edu,Bobby Ryer Ê,(621) 728-3724,Statistical Science
Sheldon.Liebel@duke.edu,Sheldon Liebel Ê,(620) 325-2593,Theater Studies
Herb.Lembke@duke.edu,Herb Lembke Ê,(620) 930-3858,Visual Arts
Audra.Frix@duke.edu,Audra Frix Ê,(619) 352-6064,Visual and Media Studies
Laurena.Cummings@duke.edu,Laurena Cummings Ê,(619) 182-2983,Women's Studies
Valeria.Fegan@duke.edu,Valeria Fegan Ê,(618) 833-1394,African and African American Studies
Digna.Toribio@duke.edu,Digna Toribio Ê,(617) 787-5135,Art History
Annie.Keep@duke.edu,Annie Keep Ê,(617) 602-7999,Asian and Middle Eastern Studies
Israel.Odowd@duke.edu,Israel Odowd Ê,(617) 175-5795,Biology
Antonina.Riser@duke.edu,Antonina Riser Ê,(616) 267-5561,Biomedical Engineering*
Jana.Archambault@duke.edu,Jana Archambault Ê,(614) 686-3152,Biophysics
Agustin.Metayer@duke.edu,Agustin Metayer Ê,(613) 695-4523,Brazilian and Global Portuguese Studies
Danyelle.Cai@duke.edu,Danyelle Cai Ê,(611) 655-4401,Canadian Studies**
Sherrill.Emily@duke.edu,Sherrill Emily Ê,(610) 576-8529,Chemistry
Delorse.Tolar@duke.edu,Delorse Tolar Ê,(610) 929-4198,Civil Engineering*
Selma.Burrows@duke.edu,Selma Burrows Ê,(610) 502-9543,Classical Civilization
Salome.Nale@duke.edu,Salome Nale Ê,(610) 187-9292,Classical Languages
Karl.Province@duke.edu,Karl Province Ê,(599) 989-4189,Computer Science
Violeta.Cerulli@duke.edu,Violeta Cerulli Ê,(599) 265-7090,Cultural Anthropology
Rubin.Miltenberger@duke.edu,Rubin Miltenberger Ê,(598) 955-9104,Dance
Julieta.Wesson@duke.edu,Julieta Wesson Ê,(598) 572-6541,Earth and Ocean Sciences
Kasi.Sulton@duke.edu,Kasi Sulton Ê,(598) 484-7172,Economics
Cinthia.Lindahl@duke.edu,Cinthia Lindahl Ê,(596) 748-6202,Electrical and Computer Engineering*
Eliana.Cordeiro@duke.edu,Eliana Cordeiro Ê,(596) 643-1585,English
Migdalia.Sprvill@duke.edu,Migdalia Sprvill Ê,(595) 589-8327,Environmental Engineering*
Meagan.Hathaway@duke.edu,Meagan Hathaway Ê,(595) 266-3331,Environmental Sciences
Louisa.Emrick@duke.edu,Louisa Emrick Ê,(594) 705-4356,Environmental Sciences and Policy
Amie.Cheesman@duke.edu,Amie Cheesman Ê,(594) 402-7185,Evolutionary Anthropology
Arlette.Jacoby@duke.edu,Arlette Jacoby Ê,(593) 493-9774,French Studies
Felicidad.Riedel@duke.edu,Felicidad Riedel Ê,(592) 777-9712,German
Ethan.Southwood@duke.edu,Ethan Southwood Ê,(591) 344-2538,Global Cultural Studies
Edmund.Mounce@duke.edu,Edmund Mounce Ê,(590) 628-4073,Global Health**
Blake.Fenner@duke.edu,Blake Fenner Ê,(589) 971-6503,History
Carlyn.Lesko@duke.edu,Carlyn Lesko Ê,(589) 167-2023,Interdepartmental Major
Mayra.Mullenax@duke.edu,Mayra Mullenax Ê,(588) 662-9078,International Comparative Studies
Suk.Mcclaine@duke.edu,Suk Mcclaine Ê,(588) 293-8166,Italian Studies
Bernardina.Wasko@duke.edu,Bernardina Wasko Ê,(587) 588-7866,Linguistics
Lee.Branstetter@duke.edu,Lee Branstetter Ê,(587) 457-2571,Mathematics
Mimi.Maynard@duke.edu,Mimi Maynard Ê,(586) 720-4357,Mechanical Engineering*
Denyse.Rochell@duke.edu,Denyse Rochell Ê,(586) 713-8771,Medieval and Renaissance Studies
Bill.Dortch@duke.edu,Bill Dortch Ê,(586) 522-7939,Music
Jacelyn.Gautier@duke.edu,Jacelyn Gautier Ê,(585) 764-7106,Neuroscience
Virginia.Lizaola@duke.edu,Virginia Lizaola Ê,(585) 328-1126,Philosophy
Reatha.Byrom@duke.edu,Reatha Byrom Ê,(585) 181-6165,Physics
Allyson.Sgro@duke.edu,Allyson Sgro Ê,(584) 803-2820,Political Science
Lawrence.Scarborough@duke.edu,Lawrence Scarborough Ê,(584) 735-3052,Program II (self-designed degree/ BA or BS)
Ebonie.Tuohy@duke.edu,Ebonie Tuohy Ê,(584) 250-8735,Psychology
Cristen.Faulcon@duke.edu,Cristen Faulcon Ê,(583) 352-1092,Public Policy Studies
Shira.Shumake@duke.edu,Shira Shumake Ê,(581) 346-9126,Religious Studies
Evangeline.Gokey@duke.edu,Evangeline Gokey Ê,(580) 983-2667,Romance Studies
Angelica.Coney@duke.edu,Angelica Coney Ê,(580) 273-6429,Russian
Jeneva.Vanderpool@duke.edu,Jeneva Vanderpool Ê,(580) 416-9063,Slavic and Eurasian Studies
Claretta.Orona@duke.edu,Claretta Orona Ê,(579) 935-4437,Sociology
Filomena.Younger@duke.edu,Filomena Younger Ê,(578) 690-6483,Spanish/ Latin American/ and Latino/a Studies
Garfield.Crossett@duke.edu,Garfield Crossett Ê,(578) 125-5302,Statistical Science
Sabine.Sowa@duke.edu,Sabine Sowa Ê,(576) 588-4278,Theater Studies
Ricky.Bartos@duke.edu,Ricky Bartos Ê,(575) 796-7769,Visual Arts
Rikki.Lawerence@duke.edu,Rikki Lawerence Ê,(574) 958-3151,Visual and Media Studies
Hermine.Mcgilvery@duke.edu,Hermine Mcgilvery Ê,(574) 461-4133,Women's Studies
Janiece.Viera@duke.edu,Janiece Viera Ê,(573) 918-4250,African and African American Studies
Deb.Leatherwood@duke.edu,Deb Leatherwood Ê,(573) 694-5259,Art History
Contessa.Colangelo@duke.edu,Contessa Colangelo Ê,(573) 527-2634,Asian and Middle Eastern Studies
Ramona.Maffei@duke.edu,Ramona Maffei Ê,(573) 476-7277,Biology
Olevia.Hiney@duke.edu,Olevia Hiney Ê,(573) 388-7376,Biomedical Engineering*
Kanesha.Duell@duke.edu,Kanesha Duell Ê,(572) 861-5167,Biophysics
Tamiko.Eggert@duke.edu,Tamiko Eggert Ê,(571) 664-9584,Brazilian and Global Portuguese Studies
Jalisa.Guerrero@duke.edu,Jalisa Guerrero Ê,(571) 637-6603,Canadian Studies**
Ophelia.Fackler@duke.edu,Ophelia Fackler Ê,(571) 471-9113,Chemistry
Jovan.Shawn@duke.edu,Jovan Shawn Ê,(570) 333-9666,Civil Engineering*
Effie.Berryhill@duke.edu,Effie Berryhill Ê,(570) 704-9407,Classical Civilization
Joleen.Reinbold@duke.edu,Joleen Reinbold Ê,(569) 269-7773,Classical Languages
Libbie.Budd@duke.edu,Libbie Budd Ê,(568) 704-2007,Computer Science
Frederick.Irick@duke.edu,Frederick Irick Ê,(568) 350-4454,Cultural Anthropology
Eddy.Pizano@duke.edu,Eddy Pizano Ê,(568) 132-6936,Dance
Anissa.Durrell@duke.edu,Anissa Durrell Ê,(565) 504-5495,Earth and Ocean Sciences
Dollie.Wetmore@duke.edu,Dollie Wetmore Ê,(565) 475-9427,Economics
Maximina.Pauli@duke.edu,Maximina Pauli Ê,(564) 834-1583,Electrical and Computer Engineering*
Hortensia.Prichett@duke.edu,Hortensia Prichett Ê,(564) 336-6810,English
Sharita.Straughan@duke.edu,Sharita Straughan Ê,(564) 219-1108,Environmental Engineering*
Renata.Hermes@duke.edu,Renata Hermes Ê,(563) 595-2019,Environmental Sciences
Fae.Gladwin@duke.edu,Fae Gladwin Ê,(562) 885-5924,Environmental Sciences and Policy
Iesha.Book@duke.edu,Iesha Book Ê,(562) 479-6883,Evolutionary Anthropology
Chae.Deshong@duke.edu,Chae Deshong Ê,(561) 794-6005,French Studies
Howard.Forshee@duke.edu,Howard Forshee Ê,(561) 578-6266,German
Lakesha.Axel@duke.edu,Lakesha Axel Ê,(561) 535-4896,Global Cultural Studies
Roseanne.Rocca@duke.edu,Roseanne Rocca Ê,(560) 964-8892,Global Health**
Ailene.Grice@duke.edu,Ailene Grice Ê,(560) 727-2048,History
Sage.Lorenzana@duke.edu,Sage Lorenzana Ê,(559) 867-2837,Interdepartmental Major
Dylan.Classen@duke.edu,Dylan Classen Ê,(559) 437-9841,International Comparative Studies
Jasmin.Adkisson@duke.edu,Jasmin Adkisson Ê,(558) 986-3333,Italian Studies
Kristyn.Huffine@duke.edu,Kristyn Huffine Ê,(558) 857-6060,Linguistics
Nelida.Guarino@duke.edu,Nelida Guarino Ê,(557) 858-3688,Mathematics
Kenia.Traynor@duke.edu,Kenia Traynor Ê,(557) 822-3506,Mechanical Engineering*
Christinia.Nordstrom@duke.edu,Christinia Nordstrom Ê,(556) 950-4604,Medieval and Renaissance Studies
Liberty.Wasser@duke.edu,Liberty Wasser Ê,(556) 352-4099,Music
Nicolas.Bolduc@duke.edu,Nicolas Bolduc Ê,(555) 656-5762,Neuroscience
Bertram.Lafond@duke.edu,Bertram Lafond Ê,(554) 935-9976,Philosophy
Camille.Bodin@duke.edu,Camille Bodin Ê,(553) 424-8664,Physics
Georgette.James@duke.edu,Georgette James Ê,(552) 747-4675,Political Science
Karey.Sewell@duke.edu,Karey Sewell Ê,(552) 502-2233,Program II (self-designed degree/ BA or BS)
Rosanna.Dagostino@duke.edu,Rosanna Dagostino Ê,(550) 496-3462,Psychology
Ashleigh.Deering@duke.edu,Ashleigh Deering Ê,(550) 422-5549,Public Policy Studies
Macy.Clow@duke.edu,Macy Clow Ê,(550) 280-6387,Religious Studies
Stephanie.Pizano@duke.edu,Stephanie Pizano Ê,(550) 590-8877,Romance Studies
Tena.Goosby@duke.edu,Tena Goosby Ê,(550) 437-5348,Russian
Roxane.Pleasant@duke.edu,Roxane Pleasant Ê,(548) 978-7717,Slavic and Eurasian Studies
Kathryn.Hamernik@duke.edu,Kathryn Hamernik Ê,(548) 862-4534,Sociology
Doretta.Westergard@duke.edu,Doretta Westergard Ê,(548) 354-2612,Spanish/ Latin American/ and Latino/a Studies
Walker.Manalo@duke.edu,Walker Manalo Ê,(547) 526-8601,Statistical Science
Michele.Maharaj@duke.edu,Michele Maharaj Ê,(547) 314-2325,Theater Studies
Juan.Milici@duke.edu,Juan Milici Ê,(545) 348-7798,Visual Arts
Winifred.Zuckerman@duke.edu,Winifred Zuckerman Ê,(544) 623-2189,Visual and Media Studies
Dominick.Laplante@duke.edu,Dominick Laplante Ê,(544) 618-3208,Women's Studies
Deana.Radigan@duke.edu,Deana Radigan Ê,(544) 513-7352,African and African American Studies
Rodolfo.Dove@duke.edu,Rodolfo Dove Ê,(543) 868-8103,Art History
Douglas.Mann@duke.edu,Douglas Mann Ê,(543) 836-5199,Asian and Middle Eastern Studies
Sharri.Berryhill@duke.edu,Sharri Berryhill Ê,(542) 665-9025,Biology
Marina.Amore@duke.edu,Marina Amore Ê,(541) 812-8125,Biomedical Engineering*
Shanna.Haley@duke.edu,Shanna Haley Ê,(541) 477-4088,Biophysics
Natalia.Bartlett@duke.edu,Natalia Bartlett Ê,(541) 203-4766,Brazilian and Global Portuguese Studies
Meg.Deines@duke.edu,Meg Deines Ê,(540) 967-2118,Canadian Studies**
Marisela.Oxford@duke.edu,Marisela Oxford Ê,(540) 719-1150,Chemistry
Ilse.Jacinto@duke.edu,Ilse Jacinto Ê,(540) 620-1777,Civil Engineering*
Jack.Valencia@duke.edu,Jack Valencia Ê,(540) 426-2887,Classical Civilization
Palmira.Kircher@duke.edu,Palmira Kircher Ê,(539) 925-3081,Classical Languages
Shonda.Bohannon@duke.edu,Shonda Bohannon Ê,(538) 899-4693,Computer Science
Cleveland.Holiday@duke.edu,Cleveland Holiday Ê,(538) 745-9645,Cultural Anthropology
Serita.Robnett@duke.edu,Serita Robnett Ê,(538) 488-8213,Dance
Nettie.Arata@duke.edu,Nettie Arata Ê,(538) 399-8653,Earth and Ocean Sciences
Jermaine.Penhollow@duke.edu,Jermaine Penhollow Ê,(537) 307-4958,Economics
Elton.Polo@duke.edu,Elton Polo Ê,(536) 720-2200,Electrical and Computer Engineering*
Cira.Harpe@duke.edu,Cira Harpe Ê,(536) 645-5076,English
Dannielle.Eacret@duke.edu,Dannielle Eacret Ê,(536) 442-5895,Environmental Engineering*
Vennie.Rutland@duke.edu,Vennie Rutland Ê,(535) 814-9945,Environmental Sciences
Lezlie.Larocque@duke.edu,Lezlie Larocque Ê,(535) 466-9121,Environmental Sciences and Policy
Martina.Moodie@duke.edu,Martina Moodie Ê,(535) 137-3067,Evolutionary Anthropology
Valentine.Mckern@duke.edu,Valentine Mckern Ê,(534) 824-9256,French Studies
Emil.Jeffries@duke.edu,Emil Jeffries Ê,(533) 921-6233,German
Jodee.Pichette@duke.edu,Jodee Pichette Ê,(533) 833-7495,Global Cultural Studies
